,req,reqId,reqPriority,reqSeverity,reqType
14797,Migrate content integration AccessFu tests to junit Accessibility tests.,1473690,P3,normal,enhancement
14799,Update webrender to 672f480af48b0ad69c1b2781151278d99816763a,1461342,P3,normal,enhancement
14800,Use Fluent for the PaymentRequest dialog,1473772,P3,normal,enhancement
14801,slow rasterizing on http://themaninblue.com/experiment/eclipse/,1454414,P3,normal,enhancement
14802,Support extracting artifacts from docker containers,1502352,--,normal,enhancement
14803,Add tests for bug 1473270,1473879,P3,normal,enhancement
14804,Consider merging JS::CompileForNonSyntacticScope and JS::Compile,1393270,P3,normal,enhancement
14805,Display slotted and non-slotted nodes differently,1473898,P3,normal,enhancement
14806,"Support the ""discarded"" property inside browser.tabs.create()",1378647,P5,normal,enhancement
14807,[meta] Restrict the access of third-party trackers to their cookie jar,1473978,P3,normal,enhancement
14856,"Promises are not considered part of user-interaction, breaking Twitch embedded replay button.",1473985,P2,normal,enhancement
14857,measure geckoview input latency in an automated test,1473993,P2,normal,enhancement
14862,Make EGL-provider support OGL (additional to GLES),1474281,P3,normal,enhancement
14863,Batch together successive retrigger requests into a single (or minimal) action task submission.,1521032,--,normal,enhancement
14865,[Tracker] Moonshot Cartridges that have been reseated,1474363,--,normal,task
14871,On https://v-fonts.com/ the Jabin and Decovar fonts do not respond to variations,1457412,--,normal,enhancement
14872,Moonshot hard drive issues,1474367,--,normal,task
14874,Replace firefox-dev in alert_emails of 8 WEB_NOTIFICATION and POPUP_NOTIFICATION histograms,1474409,P3,normal,enhancement
14875,Set up initial methods for handling result selection in the new address bar architecture.,1498181,P1,normal,enhancement
14876,Move SVGDrawingParameters to a header file to allow it to be shared,1360511,--,normal,enhancement
14878,Implement WritableStream,1474543,P2,normal,enhancement
14879,Build an EC2 Windows AMI using automation,1474548,--,normal,task
14882,[postgres] Document requirements of POST /task/:taskId/runs/:runId/completed,1487720,--,normal,enhancement
14884,[meta] Improve process launch speed (time spent in GeckoChildProcessHost),1474681,--,normal,enhancement
14890,ContentFrameMessageManager roots `data` object passed to message listeners to ContentFrameMessageManager or BackstagePass instead of listener's compartment,1474843,P2,normal,enhancement
14891,allow setting favicon when creating discarded tabs,1475240,P3,normal,enhancement
14894,Let up/down keys open the results popup,1512661,P1,normal,enhancement
14896,Fold nsDocShellLoadTypes into nsDocShellLoadState,1475331,P2,normal,enhancement
14898,CORS preflights are not sent with the original request's referrer and referrer policy,1496577,P2,normal,enhancement
14899,JS IPDL API,1475415,P5,normal,enhancement
14900,Add ability to set a webextension as the default search engine,1486835,P2,normal,enhancement
14901,Measure where a code coverage build is spending time,1487319,--,normal,enhancement
14902,"Remove nsLocaleService, nsILocaleService, nsLocale, and nsPosixLocale",1356263,P3,normal,enhancement
14903,Move the OS and platform detection routines out of enter_bug.cgi,307688,--,normal,enhancement
14904,Document how instances are expected to interact with Worker Manager,1487702,--,normal,enhancement
14906,Unappropriate TLS config on accounts.firefox.com,1475432,--,normal,task
14907,Move *-decision workers to [cm]5.xlarge instances,1448407,--,normal,task
14908,[meta] Reduce Telemetry memory usage (Fission MemShrink),1475556,P3,normal,enhancement
14913,Extend addTab to allow selecting a tab and remove the loadOneTab() API,1475606,P3,normal,enhancement
14914,Apply the same warning suppression as clang to clang-cl,1476486,--,normal,enhancement
14916,mozilla::HangMonitor::IsUIMessageWaiting should always return false in content,1372422,--,normal,enhancement
14917,[meta] Download protection should look inside archive files,1475702,P3,normal,enhancement
14920,Limit the number of notifications displayed,1462145,P1,normal,enhancement
14925,Stop exporting global and target scoped front class,1502929,P3,normal,enhancement
14926,Remove the sync telemetry histogram,1518548,P3,normal,enhancement
14927,Delay Biff Notification to a Given Interval or Idle to Reduce Disturbing e.g. while Work,443749,--,normal,enhancement
14928,The user should be warned that clicking a link will open a new window,196971,--,normal,enhancement
14929,Coalesce scroll anchor adjustments during restyle flush,1518926,P3,normal,enhancement
14930,EndianUtils.h needs to know that aarch64 windows is a thing,1480581,--,normal,enhancement
14931,CTRL+N behaviour like in Internet Explorer please,181201,--,normal,enhancement
14944,[remote-dbg-next] UX-implementation: Add closing of USB scanning status in sidebar,1520142,P1,normal,enhancement
14945,Add thread stack memory reporter for OS-X,1476403,--,normal,enhancement
14947,Optimize the memory usage of preference var caches,1476416,--,normal,enhancement
14949,[meta] Reduce thread overhead,1476432,--,normal,enhancement
14961,[meta] Reduce warnings from clang-cl,1476474,--,normal,enhancement
14981,round 2 work needed for porting AWFY to raptor/jsshell,1476568,P2,normal,enhancement
14988,Remove scrollToIndex and scrollToElement,1476639,P5,normal,task
14993,Remove invertSelection,1476659,P5,normal,task
14995,[meta] WebRender projects,1476801,P5,normal,enhancement
14998,Implement FillRoundedRect for DrawTargetSkia,1476861,P3,normal,enhancement
15000,[meta] Cross process redirection of top-level document loads,1476976,--,normal,enhancement
15005,Add WIX variables to MozillaBuild to support addition of MSI installer,1476980,--,normal,task
15006,Ability to automatically view messages organized by tags (instead of folders),590075,--,normal,enhancement
15007,Support device capabilities in docker engine,1505011,--,normal,enhancement
15011,Debugger: Leave frame.live true for suspended generator frames,1477063,P2,normal,enhancement
15012,"Tracking: Make low-level Gecko APIs and datatypes more ""standard""",550610,--,normal,enhancement
15013,[notifications] Add ability to send manual notifications via email,1374577,P3,normal,enhancement
15014,"Add a test for showing the ""what can you do about it"" section on the right error pages",1477312,P3,normal,enhancement
15015,Allow getting shades of the same color easily,1225966,P3,normal,enhancement
15017,[meta] WebRender perf,1477376,P5,normal,enhancement
15042,Remove infrastructure for making preloaded browser use pre-existing content process,1477412,P3,normal,enhancement
15043,[meta] Get rid of unnecessary/unused XPCOM component registrations,1477576,--,normal,enhancement
15114,[meta] Re-enable SharedArrayBuffer and Atomics by default,1477743,P3,normal,enhancement
15130,Move selected tabs: add support for dragging and dropping pinned and unpinned tabs,1477796,P3,normal,enhancement
15131,[meta] Photon - Front-End Performance Improvements,1349424,--,normal,enhancement
15133,Expose the visual viewport metrics in the computed styles inspector,1477829,P5,normal,enhancement
15135,Provide a way to emulate prefers-reduced-motion media feature,1477920,P3,normal,enhancement
15136,Serialize font longhands using Servo.,1472551,--,normal,enhancement
15137,[meta] A modular re-implementation of the Awesomebar results list,1477942,P3,normal,enhancement
15164,resource://android is not usable with extension code,1522137,P1,normal,enhancement
15165,RemoveTabsToTheEndFrom is very slow,1356153,P1,normal,enhancement
15166,Update UI tour copy for identity popup changes in 63,1484585,P2,normal,enhancement
15188,Enable ESLint for dom/filesystem,1508989,P3,normal,enhancement
15189,[meta] Controller,1477948,P3,normal,task
15212,[meta] Add an interface to bytecode,1478034,P3,normal,enhancement
15219,"[meta] Implement ""Wasm anyref + GC types"" proposal: Milestone 2",1488199,P3,normal,task
15221,Objective #2: Provide a delight by delivering new features that provide delight,1518686,--,normal,enhancement
15222,Adding color inputs to the color picker,1478154,P3,normal,enhancement
15223,[tracking bug] python 2 EOL for releng infra,1492534,--,normal,enhancement
15226,Eagerly load favicons,1478424,P3,normal,enhancement
15228,Apply the default cookie restrictions to trackers as well as non-visited third-parties,1478427,P3,normal,enhancement
15233,Remove toolkit.cosmeticAnimations.enabled preference in favor of prefers-reduced-motion media query,1478597,P3,normal,enhancement
15237,[meta] Implement the WebAssembly SIMD proposal,1478632,P3,normal,task
15240,[meta] Release the Quantum Bar,1520800,P3,normal,task
15241,Threaded mail view in Virtual Folders is not possible,263180,--,normal,enhancement
15242,Add test coverage for closing one payment dialog and completing payment from another,1478750,P3,normal,enhancement
15243,(photon) follow up of search suggestion on the visual refresh of private mode,1366704,--,normal,enhancement
15244,Make user autocompletes smarter,1478901,--,normal,enhancement
15248,Implement OS key-store adapter for Android,1478921,P3,normal,enhancement
15250,Make android accessible tree interactive,1479094,--,normal,enhancement
15251,Make transplanting code turn local window proxies into remote WindowProxy objects,1510760,P2,normal,enhancement
15252,Add a baseline coverage test for each suite.,1479109,--,normal,enhancement
15254,Remove exceptions added for New Tab page on enterprise policies,1479114,P5,normal,enhancement
15255,build dump_syms for the host in aarch64 windows builds,1497583,--,normal,enhancement
15256,[meta] Expand use-counters to cover more of the web platform,1479121,P3,normal,enhancement
15263,Enable taking a screenshot of the inner contents of a div,1520845,P3,normal,enhancement
15264,Test Databricks operator against main_summary DAG,1479132,P2,normal,enhancement
15266,mingw-clang builds do not have ASLR,1520308,P5,normal,enhancement
15267,Refactor TelemetryController to reduce memory usage,1479719,P3,normal,enhancement
15269,[meta] Intel GPUs,1479781,P1,normal,enhancement
15280,DirectComposition based document compositor,1479786,P3,normal,enhancement
15284,[meta] WebRender Mac,1479789,P1,normal,enhancement
15293,[META] Top Site Search Shortcuts,1479806,--,normal,enhancement
15341,Separator in URL bar uses a 1px wide fallback blob image,1479818,P3,normal,enhancement
15343,[meta] Power usage,1479881,P5,normal,enhancement
15346,[meta] WebRender investigations,1479938,P5,normal,enhancement
15353,Use subscript loader to load browser.xul scripts,1384714,--,normal,enhancement
15354,[meta] breakage bug for tracking cookie restrictions,1480137,P3,normal,enhancement
15357,Reset coverage counters before running tests and dump them before shutting down the browser,1480262,--,normal,enhancement
15359,Implement new overflow menu to permanently be visible,1480542,P3,normal,enhancement
15361,Add AArch64 Debug builds of Fennec and GV,1467868,--,normal,enhancement
15362,Update memory.copy and table.copy encodings,1513499,P3,normal,enhancement
15365,Fission: Support printing content with OOP iframes,1480547,P3,normal,enhancement
15368,enable building Firefox on aarch64 windows,1480548,--,normal,enhancement
15485,Reduce the size of blob recordings,1480613,P3,normal,enhancement
15489,add aarch64 windows support to breakpad,1480915,--,normal,enhancement
15490,Update webrender to 6f993ede3a062777d3067006537bab140702b669 (WR PR #3402),1513528,P3,normal,enhancement
15491,Support content: attr() on elements.,1481150,P3,normal,enhancement
15492,Get rid of XPCNativeWrapper JS global,1481337,P3,normal,enhancement
15494,Re-enable -Werror in the remaining directories with clang-cl,1481511,--,normal,enhancement
15498,handle stack reordering after the initial submission,1481539,P2,normal,enhancement
15499,Clean up cached QI references in TabChild,1481561,P3,normal,enhancement
15501,Consider aligning the behavior of `-moz-appearance: menulist-button` more closely with Chrome,1481615,P3,normal,enhancement
15503,Find out why WebRender's CONTENT_FRAME_TIMEs are what they are,1481950,P3,normal,enhancement
