,BinaryClass,CosSimilarity,MultiClass,SemSimilarity,req1,req1Id,req1Priority,req1Severity,req1Type,req2,req2Id,req2Priority,req2Severity,req2Type
2,1,0,requires,0,Room History: SFO-153 Cappuccino,875802,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
3,1,0,requires,0,Room History: SFO-153 Cappuccino,875802,--,normal,task,Add tests for the display of the selected action in the urlbar action,1523714,P5,normal,task
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-153 Cappuccino,875802,--,normal,task
0,1,0,requires,0,Room History: SFO-154 Latte,875837,--,normal,task,write a WPT verifying workers get their own client ID,1451124,P2,normal,enhancement
1,1,0,requires,0,Room History: SFO-154 Latte,875837,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
2,1,0,requires,0,Room History: SFO-154 Latte,875837,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
3,1,0,requires,0,Room History: SFO-154 Latte,875837,--,normal,task,https://www.quantifiedplanet.org/ is slower with Firefox than Chrome,1522262,P3,normal,enhancement
4,1,0,requires,0,Room History: SFO-154 Latte,875837,--,normal,task,Remove nsIDOMEvent,1455052,--,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-154 Latte,875837,--,normal,task
0,1,0,requires,0,Room History: SFO-139 Mocha,875838,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
1,1,0,requires,0,Room History: SFO-139 Mocha,875838,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-139 Mocha,875838,--,normal,task
0,1,0,requires,0,Room History: SFO-140 Java,875839,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
1,1,0,requires,0,Room History: SFO-140 Java,875839,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-140 Java,875839,--,normal,task
0,1,0,requires,0,Room History: SFO-101 Macchiato,875840,--,normal,task,write a WPT verifying workers get their own client ID,1451124,P2,normal,enhancement
1,1,0,requires,0,Room History: SFO-101 Macchiato,875840,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
2,1,0,requires,0,Room History: SFO-101 Macchiato,875840,--,normal,task,Move the update directory to a common installation specific location,1458314,P1,normal,enhancement
3,1,0,requires,0,Room History: SFO-101 Macchiato,875840,--,normal,task,Use target.getFront to instantiate PerformanceFront,1494605,P3,normal,enhancement
4,1,0,requires,0,Room History: SFO-101 Macchiato,875840,--,normal,task,The main thread should be shown first,1575133,P3,normal,enhancement
5,1,0,requires,0,Room History: SFO-101 Macchiato,875840,--,normal,task,"Remove ""tree"" from the search preferences",1446359,P3,normal,task
6,1,0,requires,0,Room History: SFO-101 Macchiato,875840,--,normal,task,Consider supporting a UTF8String type in WebIDL bindings,1472322,--,normal,enhancement
7,1,0,requires,0,Room History: SFO-101 Macchiato,875840,--,normal,task,INC0012739 - SFO1 - 132 Americano - User David Tenser complaining about mic levels and audio quality,987822,--,normal,task
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-101 Macchiato,875840,--,normal,task
0,1,0,requires,0,Room History: SFO-104 Espresso,875841,--,normal,task,write a WPT verifying workers get their own client ID,1451124,P2,normal,enhancement
1,1,0,requires,0,Room History: SFO-104 Espresso,875841,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
2,1,0,requires,0,Room History: SFO-104 Espresso,875841,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
3,1,0,requires,0,Room History: SFO-104 Espresso,875841,--,normal,task,"""See also"" URLs should have useful tooltips if they are Bugzilla bug references",604717,--,normal,enhancement
4,1,0,requires,0,Room History: SFO-104 Espresso,875841,--,normal,task,Remove the XPCOM registration for nsCommandLine,1491560,--,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-104 Espresso,875841,--,normal,task
0,1,0,requires,0,Room History: SFO-252 Jack London,875842,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
1,1,0,requires,0,Room History: SFO-252 Jack London,875842,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-252 Jack London,875842,--,normal,task
0,1,0,requires,0,Room History: SFO-253 Mel Blanc,875844,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
1,1,0,requires,0,Room History: SFO-253 Mel Blanc,875844,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-253 Mel Blanc,875844,--,normal,task
0,1,0,requires,0,Room History: SFO-233 Alice B. Toklas,875846,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
1,1,0,requires,0,Room History: SFO-233 Alice B. Toklas,875846,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-233 Alice B. Toklas,875846,--,normal,task
0,1,0,requires,0,Room History: SFO-236 Harvey Milk,875847,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
1,1,0,requires,0,Room History: SFO-236 Harvey Milk,875847,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-236 Harvey Milk,875847,--,normal,task
0,1,0,requires,0,Room History: SFO-240 Carol Channing,875848,--,normal,task,write a WPT verifying workers get their own client ID,1451124,P2,normal,enhancement
1,1,0,requires,0,Room History: SFO-240 Carol Channing,875848,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
2,1,0,requires,0,Room History: SFO-240 Carol Channing,875848,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-240 Carol Channing,875848,--,normal,task
1,1,0,requires,0,Remove UTF-8 as a possible Japanese encoding detection outcome,1513517,P3,normal,enhancement,Room History: SFO-240 Carol Channing,875848,--,normal,task
0,1,0,requires,0,Room History: SFO-241 Angela Davis,875850,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
1,1,0,requires,0,Room History: SFO-241 Angela Davis,875850,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-241 Angela Davis,875850,--,normal,task
0,1,0,requires,0,Room History: SFO-242 Jerry Garcia,875853,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
1,1,0,requires,0,Room History: SFO-242 Jerry Garcia,875853,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-242 Jerry Garcia,875853,--,normal,task
0,1,0,requires,0,Room History: SFO-243 Mary Ellen Pleasant,875855,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
1,1,0,requires,0,Room History: SFO-243 Mary Ellen Pleasant,875855,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-243 Mary Ellen Pleasant,875855,--,normal,task
0,1,0,requires,0,Room History: SFO-244 George Hearst,875856,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
1,1,0,requires,0,Room History: SFO-244 George Hearst,875856,--,normal,task,Use idleDispatch for Places expiration,1376533,P1,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-244 George Hearst,875856,--,normal,task
0,1,0,requires,0,Room History: PAR-116 Ouhlala!,875861,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: PAR-116 Ouhlala!,875861,--,normal,task
0,1,0,requires,0,Enable/Disable viewport meta tag,878559,--,normal,enhancement,[ux] Design spec for privacy panel work,1461922,P1,normal,enhancement
0,1,0,requires,0,Option to change viewport meta tag options,878561,--,normal,enhancement,[ux] Design spec for privacy panel work,1461922,P1,normal,enhancement
0,1,0,requires,0,faster m-c test feedback loop for github-hosted repos,1344268,P3,normal,enhancement,[meta] Let the user switch between input devices during a WebRTC call,880312,--,normal,enhancement
0,1,0,requires,0,Add support for console.timeStamp to netmonitor UI,884125,P2,normal,enhancement,Migrate <checkbox> to a Custom Element,1455433,P5,normal,task
0,1,0,requires,0,[meta] Investigate sandboxing the parent process,1382498,P2,normal,enhancement,Add support for console.timeStamp to netmonitor UI,884125,P2,normal,enhancement
0,1,0,requires,0,[meta] implement all time and date related input types,888320,P2,normal,enhancement,Consider adding support for ::-webkit-outer-spin-button and/or ::-webkit-inner-spin-button on <input type=number>,1355574,P3,normal,enhancement
1,1,0,requires,0,[meta] implement all time and date related input types,888320,P2,normal,enhancement,Add a metric for paint processing time.,1486647,P3,normal,enhancement
2,1,0,requires,0,[meta] implement all time and date related input types,888320,P2,normal,enhancement,Implement telemetry policy for AS Router,1486648,P1,normal,enhancement
3,1,0,requires,0,[meta] implement all time and date related input types,888320,P2,normal,enhancement,Cannot open two different GMail accounts at the same time. It should be possible to open one session per tab to augment productivity.,393443,--,normal,enhancement
4,1,0,requires,0,[meta] implement all time and date related input types,888320,P2,normal,enhancement,Add nackCount and firCount to RTCRTPStreamStats,1347068,P1,normal,enhancement
5,1,0,requires,0,[meta] implement all time and date related input types,888320,P2,normal,enhancement,separate IUnknown and nsISupports bits in accessibility-land,1469389,P3,normal,enhancement
6,1,0,requires,0,[meta] implement all time and date related input types,888320,P2,normal,enhancement,[meta] improve developer experience,1505392,P5,normal,task
7,1,0,requires,0,[meta] implement all time and date related input types,888320,P2,normal,enhancement,"Make 'insidergroup' option available for other parameters, e.g. Target Milestone",459139,--,normal,task
8,1,0,requires,0,[meta] implement all time and date related input types,888320,P2,normal,enhancement,"comment preview should display ""no comment to preview"" or similar when the comment text is blank",1247165,--,normal,enhancement
0,1,0,requires,0,[UX] Implement a nicer replacement for the Reset Firefox dialog,891095,--,normal,enhancement,[meta] Sync changes required for autofill/payment work,1361010,P3,normal,enhancement
0,1,0,requires,0,"Add ""Android 5.0 x86-64"" build task name to thPlatformMap",1494202,--,normal,enhancement,[UX] Implement a nicer replacement for the Reset Firefox dialog,891095,--,normal,enhancement
0,1,0,requires,0,? should open a pop up summary of available keyboard shortcuts,892188,--,normal,enhancement,Avoid refreshing the vibrancy on every composite by compositing into multiple framebuffers rather than sharing one framebuffer for the entire window between layers,1574586,--,normal,enhancement
0,1,0,similar,0,? should open a pop up summary of available keyboard shortcuts,892188,--,normal,enhancement,[meta] Power usage,1479881,P5,normal,enhancement
0,1,0,requires,0,Remove nsHTMLEntities.cpp,1378283,P2,normal,enhancement,Provide localized SeaMonkey Linux x86-64 nightlies,892418,--,normal,enhancement
0,1,0,requires,0,Room History: SFO-126 A/V Lab,892534,--,normal,task,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement
0,1,0,requires,0,Allow pinning the current page to new tab from page action menu,1433213,P3,normal,enhancement,Room History: SFO-126 A/V Lab,892534,--,normal,task
0,1,0,requires,0,Make it possible to create/edit sources in the debugger,894997,P5,normal,enhancement,Move MAX_TAG_LENGTH to the bookmarking API,1452068,P2,normal,enhancement
0,1,0,requires,0,correct the autoplay result in autoplay log,1494144,--,normal,enhancement,Make it possible to create/edit sources in the debugger,894997,P5,normal,enhancement
1,1,0,requires,0,Add AudioWorkletNode interface definitions,1458446,P3,normal,enhancement,Make it possible to create/edit sources in the debugger,894997,P5,normal,enhancement
